domain,unicode,tags,price,description,for_sale,personal_store,auto_renew
xn--80aaty1a,знаат,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80ab2aqs4d,батько,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80apmj,имао,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--80auevl,маску,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--85bhk3j,বন্য,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--88j6eta,をする,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--8biw468m,✍💅,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--8ov0180g,🧧有,PUNY_IDNA,88,,TRUE,TRUE,TRUE
xn--94qv64c,未免,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--98h2529m,😍⛈,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--9dbr0a,קמו,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--9g8hit,🌝👑,PUNY_IDNA,111,,TRUE,TRUE,TRUE
xn--9hcd8cb,ବାପା,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--9n8hpt,🕊🐒,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--9o8h12a,😃🐵,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--9o8hkhx1j,🐵🤝💪,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--9o8hqe95ck0epa,🐵🙃🤓🤖👽,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--9o8hqe95ck0eqa,🐵🙃🤓👽🤖,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ai-on6cx8l,ai域名,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ai-wl03a,🤑ai,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--b00bies,끙끓끗끝,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--b1aqlekei,вотпуск,PUNY_IDNA,,RU 'here is a vacation',FALSE,FALSE,TRUE
xn--cde-ho6a,c❄de,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--cekaa,ヨヨヨ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--chq2c4jaa705e,十万个买买买,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--cjzu29a3zn,黑神话,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--cr8hth,📷👽,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--cz8ha61y,🖕🤚🖕,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--cz8ha914a,🖕🧣🖕,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--d9b4ae0a3gef,ਦੀਕਿਤਾਬ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--dux-u19a,⭐dux,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--dv8h16e,🦘🔊,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--dv8hj8e,🦯🔊,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--dv8hk8e,🔊🦯,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--dvso25e,妄祁,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--e18h0m,🗝🚪,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--e1apl,сне,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--e1ar1a,оче,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--e2b8ah9b,वडील,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--e5h7270o,😃♀,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--e77hib.xn--nn8hc254cfa,🇦🇺.🫱🏼🫲🏽,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--e77hibw7p,🖕🇦🇺,PUNY_IDNA,222,thumb AU,FALSE,FALSE,TRUE
xn--e77hiby7p,🇦🇺🖕,PUNY_IDNA,11,IDNA AU thumb,FALSE,FALSE,TRUE
xn--ect323j,通宵,PUNY_IDNA,,"CH/ZH 'overnight' [adverb: overnight, all night long, the whole night]",FALSE,FALSE,TRUE
xn--ehq0m06e,三六五,PUNY_IDNA,365,CH\ZH ‘3 6 5’,TRUE,TRUE,TRUE
xn--ehq45fkxb6w6e,百八十三,PUNY_IDNA,,CH/ZH '183',FALSE,FALSE,TRUE
xn--ehq95fexb6w6e,三百六十,PUNY_IDNA,360,CH\ZH ‘360’,TRUE,TRUE,TRUE
xn--eih9625p,🚫⌛,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--em8hzc61p,🤚🏽🏐,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--entrs-esa,entrés,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--f77hbd1d,🇨🇩🇧🇷,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fhq102n,迷上,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fiq23l18g,安可中,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fiq241nqud,中間进,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fiq86kg7ekzk,中央厨房,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fiq92vjza28m9wtsyo,天堂中的平民,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fiqr1kb8cf1cus5h,中央警卫团,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fiqr1kovf8vfd89d,中央警卫师,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--fiqrep10a7ue,学习中国,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--flq,亖,PUNY_IDNA,,CH/ZH '4',FALSE,FALSE,TRUE
xn--fr8hsc,💀💩,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g02a,訐,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g08h0f,🖼😙,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g08h1f,😚🖼,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g08h2f,🖼😚,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g08hzf,😙🖼,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g23a,輟,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g28hib,😂😖,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g5h3270o,😃♂,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g6h9410oeaesot60sdxq,💓🖤♥💙💔🧡💞💕💛,PUNY_IDNA,,hearts galore,FALSE,FALSE,TRUE
xn--g77ha6ab282g,🇨🇳🤝🇨🇳,PUNY_IDNA,888,China HNS,TRUE,TRUE,TRUE
xn--g77hwa02n,🐋🇨🇳,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g77hwa23s,🇨🇳💵,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--g77hwa349aca,🛰🇨🇳🛰,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--gecl5dc,પિતા,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ggb5fxg,پيء,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--gmq182bese,无心人,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--gmqq18e,游人,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--goc6dh4c1dzd,తండ్రి,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--gs8hvx,😟💤,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--h1adalean,коронки,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--h4h2510o,☠👑,PUNY_IDNA,111,IDNA skull crown,TRUE,TRUE,TRUE
xn--h4h2510oi9c,☠🤝👑,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--h4h8091oja,☠🤝🤠,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--h4hx930o,📷☠,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--h4hz770o,😂☠,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--h77h5a70v,😃🇹🇩,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--h77hja842a,😃🇮🇩,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--hmf,ᨘ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--hoh66f56ag053i,⏰➕👃☕,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--hvn-xr5ab,h☰v☰n,PUNY_IDNA,,[ETH],FALSE,FALSE,TRUE
xn--i48hg6chc,🙊🦧🦍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--i77h6a30v,😃🇪🇺,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--idk9b,ニュ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ihqur60ar5y,今天不信,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ipad-kt5fz95h,二手ipad,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--is8ha8b,💦💵💦,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--is8hka,💦💫,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ivy-q192b4c,🇦🇺ivy,PUNY_IDNA,,AU,FALSE,FALSE,TRUE
xn--ixahb1dhnd,πατέρασ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--j1aiaaavco,котофото,PUNY_IDNA,,BU 'cat photo',FALSE,FALSE,TRUE
xn--j38h5g,🚘😨,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--kg8h8m,🌄🏕,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--kg8hm6a,🌄🔊,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--kis,埄,PUNY_IDNA,55,,TRUE,TRUE,TRUE
xn--koa00ik53b,ɴғᴛ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--l1b6a5b9a9f,अभीतक,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--l3h20aja22528bfaghij,☁⛅⛈🌤🌥🌦🌧🌨🌩,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--lcy850f,玩风,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--le5bt3b,이안,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--lebeb-8ra,lebebè,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--lo8hk4aycty,🚫😢🐝😂,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--loda5ab,მამა,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--lodaogin3b,მთავარი,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--look,䕳䕸,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ltr54y,性命,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--lv8hii,🔒🖖,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m77hd242a,😃🇰🇮,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m77hga832a,😃🇮🇱,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m77hia532a,😃🇮🇲,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m77hma922a,😃🇮🇴,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m77hqa322a,😃🇮🇶,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m77hsa022a,😃🇮🇷,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m77hwa412a,😃🇮🇹,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--m9h2678m,⛔💩,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--makuakne-m7a,makuakāne,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--meditating-4t2py55t,meditating中文,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--meditation-4t2py55t,meditation中文,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--mgbc6cyb,غالب,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--mgbpbq3ib,دادىسى,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--mgbpl1fsa,سيدنا,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ml8hc63p,😖🎵🎶,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ml8hc72p,😓🎵🎶,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--mm8het,🏘🔊,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--mn8h7ez3c,👌🏻😍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ms-ry2cs33g,ms中文,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--mxa6ajj,χαρτ,PUNY_IDNA,,[travel],FALSE,FALSE,TRUE
xn--n3h9280o,😍☃,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--n8j9a9dug,ばんざい,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--nft-eza,nftś,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--nl8h91b,😘🎶,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--nm8h1t,🔗🏙,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ns8h02f,💫🦘,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ns8hnvne,😂😵💫,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--oe-ema,oče,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ohm-e0c,ωohm,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--oidg6c1h,ဖခင်,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--on8ha90h53aca,🙏🏽🕉🙏🏽,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--on8hea15ab,👰🏽👰🏿,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--p28hx9c,🦇😋,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--p5t330d,德稻,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--p77hd332a,😃🇳🇱,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--pciv848mbda,🐝✝👀,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--pps-5ycb,pξpξs,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--pr9hwa23a,🥓🥞🧈,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--prrz31l,遥吻,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--q68hp5c,🧐🚘,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--qei0348muta,👁❤🔥,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--qei4438muga,❤👌🏿,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--qeiz367mmba,❤🇸🇨,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--qn8h4ih0j,🤙🏿💎,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--qn8h4ik0a,🖖🏿💎,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--qn8h4iq8b,🙌🏿💎,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--qrq961b,怂佳,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r1abl7a,чуят,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hfb,😠😍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hgb,😍😠,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hh8c,🥱😍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hi8c,😍🥱,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hma,😍😓,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hnc,😴😍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hoc,😍😴,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hpb,😥😍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hvb,😨😍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r28hwb,😍😨,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r5b8b8bj,গাভী,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r77hna07v,🔭🇺🇳,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--r8j6a8h,えもじ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--rlcal3kxa,தந்தை,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--rn8h7e,👑🐀,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--rsss09j,天逆,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--s77hja512a,😃🇹🇴,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--shutter-m43kr94o,shutter中文,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--shuttered-yl6n486r,shuttered中文,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ss8hpz,🙈💰,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ster-vqa,sôter,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--t38hmg,😲🚘,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--t77hia412a,😃🇵🇹,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--tat-cpa,tată,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--tfr361du9f,沈力男,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--tg8hl1c,😃🌍,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--tu8h40e,📷🤦,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--tu8hiu,📷😻,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--tvas-vva,tėvas,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--u71h4a,𝕀𝕏,PUNY_ALT,,,FALSE,FALSE,TRUE
xn--u8j9d,かぶ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ug8h03h,🌎🥋,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ug8h71h,🤯🌎,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ug8h7a,🌟🌎,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ug8h80h,🌎🤟,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ug8h82h,🌎🤿,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ug8h89h,🌎🦯,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--ug8hj1c,😃🌎,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--us8hz5e,🤯💲,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--uvc6bd3rpi,അച്ഛൻ,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--uvz,笔,PUNY_IDNA,,"CH/ZH 'Pen' [noun: pen, pencil, stroke; verb: write, compose]",FALSE,FALSE,TRUE
xn--uxqy9saa,大大大偉,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v4h1191o,🤯☮,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v4h5480o,🙄☮,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v4h8220o,☮💓,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v4h83a2671i,☮✊🏾,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v4h9091o,🤬☮,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v4h9380o,😿☮,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v77hd512a,😃🇹🇷,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v77hga112a,😃🇷🇺,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--v77hga61r,💖🇷🇺,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--vg8hh1c,😃🌏,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--vs8hdjn,💵💸💳💻,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--wine-9f53c,🍇wine,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--x77ha412a,😃🇹🇹,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--x8t30ksr4c,风无怨,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--xp8hyg,👌💸,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--xv8h9o,😐🔞,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--y9aowv9c,հայրը,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--yvhej,⓶⓸⓻,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--z38hde,😺😸😻,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--z7xaa,猫猫猫,PUNY_IDNA,333,CH/ZH 'cat cat cat',TRUE,TRUE,TRUE
xn--zn8h52g,🦘🐈,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--zoq,伓,PUNY_IDNA,,CH/ZH 'mad',FALSE,FALSE,TRUE
xn--zt8hzb,📷📚,PUNY_IDNA,,,FALSE,FALSE,TRUE
xn--zz-dh3c,任zz,PUNY_IDNA,,,FALSE,FALSE,TRUE
xrpaustralia,,,22,,FALSE,FALSE,TRUE
xscapetour,,,22,,TRUE,TRUE,TRUE
xxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,,22,,TRUE,TRUE,TRUE
xyji,,,1234,,TRUE,TRUE,TRUE
yay.iknow,,,,t-,FALSE,FALSE,TRUE
yearnto,,,22,,TRUE,TRUE,TRUE
yellowrisk,,,22,,TRUE,TRUE,TRUE
ynmi,,,1234,,TRUE,TRUE,TRUE
yodelist,,,33,,TRUE,TRUE,TRUE
yogaphilosophy,,,33,,TRUE,TRUE,TRUE
yoiu,,,1234,,TRUE,TRUE,TRUE
yourbestbud,,,22,,TRUE,TRUE,TRUE
yourfortune,,,22,,TRUE,TRUE,TRUE
yourice,,,22,,TRUE,TRUE,TRUE
yphu,,,1234,,TRUE,TRUE,TRUE
yummyfoodbites,,,22,,TRUE,TRUE,TRUE
yz01,,,444,,TRUE,TRUE,TRUE
zdddz,,,11,,TRUE,TRUE,TRUE
zenment,,,44,,TRUE,TRUE,TRUE
zhnsi,,,22,,TRUE,TRUE,TRUE
ziesar,,,22,,TRUE,TRUE,TRUE
zillionnaire,,,55,,TRUE,TRUE,TRUE
zledgehog,,,11,,TRUE,TRUE,TRUE
zvuu,,,1234,,TRUE,TRUE,TRUE
zxif,,,1234,,TRUE,TRUE,TRUE
