domain,price,description,for_sale,personal_store,auto_renew
"xn--qei4438muga",,,FALSE,TRUE,TRUE
"xn--g02a",,,FALSE,TRUE,TRUE
"pricedefi",22,,FALSE,TRUE,TRUE
"xn--4qsveow",,,FALSE,TRUE,TRUE
"xn--uxqy9saa",,,FALSE,TRUE,TRUE
"no-mad",22,,FALSE,TRUE,TRUE
"xn--x8t30ksr4c",,,FALSE,TRUE,TRUE
"xn--p5t330d",,,FALSE,TRUE,TRUE
"grooveon",22,,FALSE,TRUE,TRUE
"xn--fiq92vjza28m9wtsyo",,,FALSE,TRUE,TRUE
"xn--tfr361du9f",,,FALSE,TRUE,TRUE
"goldsilverstandard",22,,FALSE,TRUE,TRUE
"sunseason",22,,FALSE,TRUE,TRUE
"blowagasket",22,,FALSE,TRUE,TRUE
"teaorange",,,FALSE,TRUE,TRUE
"mapactive",22,,FALSE,TRUE,TRUE
"webmeal",22,,FALSE,TRUE,TRUE
"earthgleam",22,,FALSE,TRUE,TRUE
"surftips",55,,FALSE,TRUE,TRUE
"wyciwyg",22,,FALSE,TRUE,TRUE
"catboat",22,,FALSE,TRUE,TRUE
"stonerpal",22,,FALSE,TRUE,TRUE
"catpros",22,,FALSE,TRUE,TRUE
"hisnibs",22,,FALSE,TRUE,TRUE
"catmood",22,,FALSE,TRUE,TRUE
"catkat",22,,FALSE,TRUE,TRUE
"catluck",22,,FALSE,TRUE,TRUE
"solardeity",33,,FALSE,TRUE,TRUE
"twobob",22,,FALSE,TRUE,TRUE
"poshcats",22,,FALSE,TRUE,TRUE
"pimpmylife",22,,FALSE,TRUE,TRUE
"icerescue",22,,FALSE,TRUE,TRUE
"2070ad",22,,FALSE,TRUE,TRUE
"2060ad",22,,FALSE,TRUE,TRUE
"2040ad",22,,FALSE,TRUE,TRUE
"2080ad",22,,FALSE,TRUE,TRUE
"guypics",55,,FALSE,TRUE,TRUE
"linuks",222,,FALSE,TRUE,TRUE
"showcat",22,,FALSE,TRUE,TRUE
"catcrew",22,,FALSE,TRUE,TRUE
"peacecats",22,,FALSE,TRUE,TRUE
"catgems",22,,FALSE,TRUE,TRUE
"catbits",22,,FALSE,TRUE,TRUE
"nudedudes",22,,FALSE,TRUE,TRUE
"2050ad",22,,FALSE,TRUE,TRUE
"cattek",22,,FALSE,TRUE,TRUE
"catdivas",22,,FALSE,TRUE,TRUE
"divacat",22,,FALSE,TRUE,TRUE
"catbites",22,,FALSE,TRUE,TRUE
"catgeek",22,,FALSE,TRUE,TRUE
"catdiva",22,,FALSE,TRUE,TRUE
"egosurf",55,,FALSE,TRUE,TRUE
"homebasic",22,,FALSE,TRUE,TRUE
"econowork",22,,FALSE,TRUE,TRUE
"soundgem",55,,FALSE,TRUE,TRUE
"purrjoy",22,,FALSE,TRUE,TRUE
"litlove",33,,FALSE,TRUE,TRUE
"catbond",22,,FALSE,TRUE,TRUE
"jawa",,,TRUE,FALSE,TRUE
"700101",22,,FALSE,TRUE,TRUE
"tvpool",,,FALSE,TRUE,TRUE
"boatdeck",,,FALSE,TRUE,TRUE
"keptman",,,FALSE,TRUE,TRUE
"mygrane",,,FALSE,TRUE,TRUE
"epicwit",,,FALSE,TRUE,TRUE
"beltandroadinitiative",11,,FALSE,TRUE,TRUE
"bidblitz",,,FALSE,TRUE,TRUE
"basicpets",,,FALSE,TRUE,TRUE
"barnap",,,FALSE,TRUE,TRUE
"lowgear",,,FALSE,TRUE,TRUE
"barbituism",,,FALSE,TRUE,TRUE
"shedcar",,,FALSE,TRUE,TRUE
"hisgirl",,,FALSE,TRUE,TRUE
"xn--9g8hit",10,,FALSE,TRUE,TRUE
"01011970",10,,FALSE,TRUE,TRUE
"13572468",22,,FALSE,TRUE,TRUE
"hashrunes",10,,FALSE,TRUE,TRUE
"handshaketothemoon",556,,FALSE,TRUE,TRUE
"19700101",11,,FALSE,TRUE,TRUE
"24680",111,,FALSE,TRUE,TRUE
"010170",10,,FALSE,TRUE,TRUE
"seperate",,,FALSE,TRUE,TRUE
"inslowmo",,,FALSE,TRUE,TRUE
"bacchic",,,FALSE,TRUE,TRUE
"xn--45q11cm41a",8,,FALSE,TRUE,TRUE
"xn--h4h2510o",10,,FALSE,TRUE,TRUE
"badkarma",11,,FALSE,TRUE,TRUE
"goodkarma",11,,FALSE,TRUE,TRUE
"xn--2p8h3c",11,,FALSE,TRUE,TRUE
"xn--5p9hga",11,,FALSE,TRUE,TRUE
"xn--2me",55,,FALSE,TRUE,TRUE
"0xusa",,,FALSE,TRUE,TRUE
"xn--g77ha6ab282g",88,,FALSE,TRUE,TRUE
"apes3d",77,,FALSE,TRUE,TRUE
"xn--8ov0180g",88,,FALSE,TRUE,TRUE
"xn--m77hqa322a",,,FALSE,TRUE,TRUE
"xn--m77hd242a",,,FALSE,TRUE,TRUE
"xn--m77hga832a",,,FALSE,TRUE,TRUE
"xn--m77hia532a",,,FALSE,TRUE,TRUE
"xn--v77hga112a",,,FALSE,TRUE,TRUE
"xn--g5h3270o",,,FALSE,TRUE,TRUE
"xn--i77h6a30v",,,FALSE,TRUE,TRUE
"xn--m77hwa412a",,,FALSE,TRUE,TRUE
"xn--h77hja842a",,,FALSE,TRUE,TRUE
"xn--m77hsa022a",,,FALSE,TRUE,TRUE
"xn--vg8hh1c",,,FALSE,TRUE,TRUE
"xn--tg8hl1c",,,FALSE,TRUE,TRUE
"xn--ug8hj1c",,,FALSE,TRUE,TRUE
"xn--t77hia412a",,,FALSE,TRUE,TRUE
"xn--p77hd332a",,,FALSE,TRUE,TRUE
"xn--m77hma922a",,,FALSE,TRUE,TRUE
"xn--e5h7270o",,,FALSE,TRUE,TRUE
"xn--9o8h12a",,,FALSE,TRUE,TRUE
"xn--h77h5a70v",,,FALSE,TRUE,TRUE
"xn--v77hd512a",,,FALSE,TRUE,TRUE
"xn--s77hja512a",,,FALSE,TRUE,TRUE
"xn--x77ha412a",,,FALSE,TRUE,TRUE
"xn--e77hiby7p",11,,FALSE,TRUE,TRUE
"seisan",111,,FALSE,TRUE,TRUE
"fuhren",11,,FALSE,TRUE,TRUE
"anonone",9,,FALSE,TRUE,TRUE
"xn--11bug7bu8bwg8ang",55,,FALSE,TRUE,TRUE
"abau",77,,FALSE,TRUE,TRUE
"ryougae",222,,FALSE,TRUE,TRUE
"goldenen",11,,FALSE,TRUE,TRUE
"addresso",11,,FALSE,TRUE,TRUE
"karmabet",11,,FALSE,TRUE,TRUE
"xn--e77hibw7p",222,,FALSE,TRUE,TRUE
"0xtax",,,FALSE,TRUE,TRUE
"0xvc",,,FALSE,TRUE,TRUE
"truistic",,,FALSE,TRUE,TRUE
"apatetic",,,FALSE,TRUE,TRUE
"xn--2p8h4c",11,,FALSE,TRUE,TRUE
"wvim",,,FALSE,TRUE,TRUE
"faxt",,,FALSE,TRUE,TRUE
"warw",,,FALSE,TRUE,TRUE
"uggb",,,FALSE,TRUE,TRUE
"annualsailingtrip",,,FALSE,TRUE,TRUE
"ontheqt",,,FALSE,TRUE,TRUE
"xn--uvz",,,FALSE,TRUE,TRUE
"abcdiners",22,,TRUE,TRUE,TRUE
"dinersabc",,,FALSE,TRUE,TRUE
"dinerabc",,,FALSE,TRUE,TRUE
"rugowner",,,FALSE,TRUE,TRUE
"arsit",,,FALSE,TRUE,TRUE
"orthx",,,FALSE,TRUE,TRUE
"ripz",,,FALSE,FALSE,TRUE
"ribx",,,FALSE,TRUE,TRUE
"etsgo",,,FALSE,TRUE,TRUE
"tvlaw",,,FALSE,TRUE,TRUE
"itlooksrare",,,FALSE,TRUE,TRUE
"zdddz",,,FALSE,TRUE,TRUE
"xn--kis",,,FALSE,TRUE,TRUE
"goldsite",,,FALSE,TRUE,TRUE
"beastepic",,,FALSE,TRUE,TRUE
"xn--r28hma",,,FALSE,TRUE,TRUE
"xn--r28hoc",,,FALSE,TRUE,TRUE
"xn--r28hnc",,,FALSE,TRUE,TRUE
"xn--g08h0f",,,FALSE,TRUE,TRUE
"xn--g08hzf",,,FALSE,TRUE,TRUE
"xn--g08h1f",,,FALSE,TRUE,TRUE
"xn--g08h2f",,,FALSE,TRUE,TRUE
"xn--r28hh8c",,,FALSE,TRUE,TRUE
"xn--r28hwb",,,FALSE,TRUE,TRUE
"xn--r28hgb",,,FALSE,TRUE,TRUE
"xn--r28hpb",,,FALSE,TRUE,TRUE
"xn--r28hvb",,,FALSE,TRUE,TRUE
"xn--r28hi8c",,,FALSE,TRUE,TRUE
"xn--r28hfb",,,FALSE,TRUE,TRUE
"entric",,,FALSE,TRUE,TRUE
"leschats",,,FALSE,TRUE,TRUE
"eslaw",,,FALSE,TRUE,TRUE
"encer",,,FALSE,TRUE,TRUE
"eremy",,,FALSE,TRUE,TRUE
"izlaw",,,FALSE,TRUE,TRUE
"domainsau",,,FALSE,TRUE,TRUE
"copycatnft",,,FALSE,TRUE,TRUE
"nzdefi",,,FALSE,TRUE,TRUE
"sunsout",,,FALSE,TRUE,TRUE
"xn--zt8hzb",,,FALSE,TRUE,TRUE
"dwebstat",,,FALSE,TRUE,TRUE
"apisweb",,,FALSE,TRUE,TRUE
"uimenu",,,FALSE,TRUE,TRUE
"iknow",,,FALSE,TRUE,TRUE
"xn--24x",,,FALSE,TRUE,TRUE
"xn--zoq",,,FALSE,TRUE,TRUE
"365health",,,FALSE,TRUE,TRUE
"aaalife",,,FALSE,TRUE,TRUE
"abcloudz",,,FALSE,TRUE,TRUE
"ageright",,,FALSE,TRUE,TRUE
"airside",,,FALSE,TRUE,TRUE
"kwyt",222,[quit/e],TRUE,TRUE,TRUE
"cardhatch",,,FALSE,TRUE,TRUE
"ivegotit",,,FALSE,TRUE,TRUE
"xn--e18h0m",,,FALSE,TRUE,TRUE
"xn--flq",,,FALSE,TRUE,TRUE
"hi.sname",,,FALSE,TRUE,FALSE
"thi.sname",,,FALSE,TRUE,FALSE
"xn--e77hib.xn--nn8hc254cfa",,,FALSE,TRUE,TRUE
"hn.sname",,,FALSE,TRUE,TRUE
"hns.xn--nn8hc254cfa",,,FALSE,TRUE,TRUE
"yay.iknow",,,FALSE,TRUE,TRUE
"no.trolling",,,FALSE,TRUE,TRUE
