domain,price,description,for_sale,personal_store,auto_renew,tags,unicode,descript-IDNA,translate-IDNA
linuks,222.0,,False,True,True,,,,
showcat,22.0,,False,True,True,,,,
catcrew,22.0,,False,True,True,,,,
peacecats,22.0,,False,True,True,,,,
catgems,22.0,,False,True,True,,,,
catbits,22.0,,False,True,True,,,,
nudedudes,22.0,,False,True,True,,,,
2050ad,22.0,,False,True,True,,,,
cattek,22.0,,False,True,True,,,,
catdivas,22.0,,False,True,True,,,,
divacat,22.0,,False,True,True,,,,
catbites,22.0,,False,True,True,,,,
catgeek,22.0,,False,True,True,,,,
catdiva,22.0,,False,True,True,,,,
egosurf,55.0,,False,True,True,,,,
homebasic,22.0,,False,True,True,,,,
econowork,22.0,,False,True,True,,,,
soundgem,55.0,,False,True,True,,,,
purrjoy,22.0,,False,True,True,,,,
litlove,33.0,,False,True,True,,,,
catbond,22.0,,False,True,True,,,,
jawa,,,True,False,True,4L,,,
700101,22.0,,False,True,True,6D,,,
tvpool,,,False,True,True,,,,
boatdeck,,,False,True,True,,,,
keptman,,,False,True,True,,,,
mygrane,,,False,True,True,,,,
epicwit,,,False,True,True,,,,
beltandroadinitiative,11.0,,False,True,True,,,,
bidblitz,,,False,True,True,,,,
basicpets,,,False,True,True,,,,
barnap,,,False,True,True,,,,
lowgear,,,False,True,True,,,,
barbituism,,,False,True,True,,,,
shedcar,,,False,True,True,,,,
hisgirl,,,False,True,True,,,,
xn--9g8hit,10.0,,False,True,True,PUNY_IDNA,🌝👑,,
01011970,10.0,,False,True,True,,,,
13572468,22.0,,False,True,True,,,,
hashrunes,10.0,,False,True,True,,,,
handshaketothemoon,556.0,,False,True,True,,,,
19700101,11.0,,False,True,True,,,,
24680,111.0,,False,True,True,5D,,,
010170,10.0,,False,True,True,6D,,,
seperate,,,False,True,True,,,,
inslowmo,,,False,True,True,,,,
bacchic,,,False,True,True,,,,
xn--45q11cm41a,8.0,,False,True,True,"PUNY_IDNA,CJK",八卦掌,Chinese/Japanese/Korean,Baguazhang
xn--h4h2510o,10.0,,False,True,True,PUNY_IDNA,☠👑,,
badkarma,11.0,,False,True,True,,,,
goodkarma,11.0,,False,True,True,,,,
xn--2p8h3c,11.0,,False,True,True,PUNY_IDNA,💀👑,,
xn--5p9hga,11.0,,False,True,True,PUNY_IDNA,🤝🤠,,
xn--2me,55.0,,False,True,True,PUNY_IDNA,ᕤ,,
0xusa,,,False,True,True,5C,,,
xn--g77ha6ab282g,88.0,,False,True,True,PUNY_IDNA,🇨🇳🤝🇨🇳,,
apes3d,77.0,,False,True,True,,,,
xn--8ov0180g,88.0,,False,True,True,"PUNY_IDNA,CJK",🧧有,Chinese/Japanese/Korean,🧧Yes
xn--m77hqa322a,,,False,True,True,PUNY_IDNA,😃🇮🇶,,
xn--m77hd242a,,,False,True,True,PUNY_IDNA,😃🇰🇮,,
xn--m77hga832a,,,False,True,True,PUNY_IDNA,😃🇮🇱,,
xn--m77hia532a,,,False,True,True,PUNY_IDNA,😃🇮🇲,,
xn--v77hga112a,,,False,True,True,PUNY_IDNA,😃🇷🇺,,
xn--g5h3270o,,,False,True,True,PUNY_IDNA,😃♂,,
xn--i77h6a30v,,,False,True,True,PUNY_IDNA,😃🇪🇺,,
xn--m77hwa412a,,,False,True,True,PUNY_IDNA,😃🇮🇹,,
xn--h77hja842a,,,False,True,True,PUNY_IDNA,😃🇮🇩,,
xn--m77hsa022a,,,False,True,True,PUNY_IDNA,😃🇮🇷,,
xn--vg8hh1c,,,False,True,True,PUNY_IDNA,😃🌏,,
xn--tg8hl1c,,,False,True,True,PUNY_IDNA,😃🌍,,
xn--ug8hj1c,,,False,True,True,PUNY_IDNA,😃🌎,,
xn--t77hia412a,,,False,True,True,PUNY_IDNA,😃🇵🇹,,
xn--p77hd332a,,,False,True,True,PUNY_IDNA,😃🇳🇱,,
xn--m77hma922a,,,False,True,True,PUNY_IDNA,😃🇮🇴,,
xn--e5h7270o,,,False,True,True,PUNY_IDNA,😃♀,,
xn--9o8h12a,,,False,True,True,PUNY_IDNA,😃🐵,,
xn--h77h5a70v,,,False,True,True,PUNY_IDNA,😃🇹🇩,,
xn--v77hd512a,,,False,True,True,PUNY_IDNA,😃🇹🇷,,
xn--s77hja512a,,,False,True,True,PUNY_IDNA,😃🇹🇴,,
xn--x77ha412a,,,False,True,True,PUNY_IDNA,😃🇹🇹,,
xn--e77hiby7p,11.0,,False,True,True,PUNY_IDNA,🇦🇺🖕,,
seisan,111.0,,False,True,True,,,,
fuhren,11.0,,False,True,True,,,,
anonone,9.0,,False,True,True,,,,
xn--11bug7bu8bwg8ang,55.0,,False,True,True,"PUNY_IDNA,Hindi",स्केटबोर्ड,Devanagari (Hindi),skateboard
abau,77.0,,False,True,True,4L,,,
ryougae,222.0,,False,True,True,,,,
goldenen,11.0,,False,True,True,,,,
addresso,11.0,,False,True,True,,,,
karmabet,11.0,,False,True,True,,,,
xn--e77hibw7p,222.0,,False,True,True,PUNY_IDNA,🖕🇦🇺,,
0xtax,,,False,True,True,5C,,,
0xvc,,,False,True,True,4C,,,
truistic,,,False,True,True,,,,
apatetic,,,False,True,True,,,,
xn--2p8h4c,11.0,,False,True,True,PUNY_IDNA,👑💀,,
wvim,,,False,True,True,4L,,,
faxt,,,False,True,True,4L,,,
warw,,,False,True,True,4L,,,
uggb,,,False,True,True,4L,,,
annualsailingtrip,,,False,True,True,,,,
ontheqt,,,False,True,True,,,,
xn--uvz,,,False,True,True,"PUNY_IDNA,CJK",笔,Chinese/Japanese/Korean,Pen
abcdiners,22.0,,True,True,True,,,,
dinersabc,,,False,True,True,,,,
dinerabc,,,False,True,True,,,,
rugowner,,,False,True,True,,,,
arsit,,,False,True,True,5L,,,
orthx,,,False,True,True,5L,,,
ripz,,,False,False,True,4L,,,
ribx,,,False,True,True,4L,,,
etsgo,,,False,True,True,5L,,,
tvlaw,,,False,True,True,5L,,,
itlooksrare,,,False,True,True,,,,
zdddz,,,False,True,True,5L,,,
xn--kis,,,False,True,True,"PUNY_IDNA,CJK",埄,Chinese/Japanese/Korean,埄
goldsite,,,False,True,True,,,,
beastepic,,,False,True,True,,,,
xn--r28hma,,,False,True,True,PUNY_IDNA,😍😓,,
xn--r28hoc,,,False,True,True,PUNY_IDNA,😍😴,,
xn--r28hnc,,,False,True,True,PUNY_IDNA,😴😍,,
xn--g08h0f,,,False,True,True,PUNY_IDNA,🖼😙,,
xn--g08hzf,,,False,True,True,PUNY_IDNA,😙🖼,,
xn--g08h1f,,,False,True,True,PUNY_IDNA,😚🖼,,
xn--g08h2f,,,False,True,True,PUNY_IDNA,🖼😚,,
xn--r28hh8c,,,False,True,True,PUNY_IDNA,🥱😍,,
xn--r28hwb,,,False,True,True,PUNY_IDNA,😍😨,,
xn--r28hgb,,,False,True,True,PUNY_IDNA,😍😠,,
xn--r28hpb,,,False,True,True,PUNY_IDNA,😥😍,,
xn--r28hvb,,,False,True,True,PUNY_IDNA,😨😍,,
xn--r28hi8c,,,False,True,True,PUNY_IDNA,😍🥱,,
xn--r28hfb,,,False,True,True,PUNY_IDNA,😠😍,,
entric,,,False,True,True,,,,
leschats,,,False,True,True,,,,
eslaw,,,False,True,True,5L,,,
encer,,,False,True,True,5L,,,
eremy,,,False,True,True,5L,,,
izlaw,,,False,True,True,5L,,,
domainsau,,,False,True,True,,,,
copycatnft,,,False,True,True,,,,
nzdefi,,,False,True,True,,,,
sunsout,,,False,True,True,,,,
xn--zt8hzb,,,False,True,True,PUNY_IDNA,📷📚,,
dwebstat,,,False,True,True,,,,
apisweb,,,False,True,True,,,,
uimenu,,,False,True,True,,,,
iknow,,,False,True,True,5L,,,
xn--24x,,,False,True,True,"PUNY_IDNA,CJK",狅,Chinese/Japanese/Korean,狅
xn--zoq,,,False,True,True,"PUNY_IDNA,CJK",伓,Chinese/Japanese/Korean,伓
365health,,,False,True,True,,,,
aaalife,,,False,True,True,,,,
abcloudz,,,False,True,True,,,,
ageright,,,False,True,True,,,,
airside,,,False,True,True,,,,
kwyt,222.0,[quit/e],True,True,True,4L,,,
cardhatch,,,False,True,True,,,,
ivegotit,,,False,True,True,,,,
xn--e18h0m,,,False,True,True,PUNY_IDNA,🗝🚪,,
xn--flq,,,False,True,True,"PUNY_IDNA,CJK",亖,Chinese/Japanese/Korean,俖
hi.sname,,,False,True,False,,,,
thi.sname,,,False,True,False,,,,
xn--e77hib.xn--nn8hc254cfa,,,False,True,True,PUNY_IDNA,🇦🇺.🫱🏼🫲🏽,,
hn.sname,,,False,True,True,,,,
hns.xn--nn8hc254cfa,,,False,True,True,,,,
yay.iknow,,,False,True,True,,,,
no.trolling,,,False,True,True,,,,
